carat,color,clarity,cut,price
1.08,I,SI1,IDEAL,2840.00
1.08,I,SI1,IDEAL,2840.00
1,J,VVS2,VERY GOOD,2840.00
1.25,I,SI2,VERY GOOD,2850.00
1,I,SI1,IDEAL,2850.00
1.02,I,VS1,VERY GOOD,2850.00
1.02,I,VS1,VERY GOOD,2850.00
1.18,J,VS2,IDEAL,2850.00
1.27,J,SI1,IDEAL,2850.00
1.06,I,VS2,VERY GOOD,2850.00
1.18,J,VS2,IDEAL,2850.00
1.18,J,VS2,IDEAL,2850.00
1.06,I,VS2,VERY GOOD,2850.00
1.27,I,SI2,IDEAL,2850.00
1.13,I,SI1,VERY GOOD,2850.00
1.14,J,VS1,IDEAL,2850.00
1.18,J,VS2,IDEAL,2850.00
1.13,I,SI1,VERY GOOD,2850.00
1.06,I,VS2,IDEAL,2850.00
1.27,J,SI1,IDEAL,2850.00
1.18,J,VS2,IDEAL,2850.00
1.14,J,VS1,IDEAL,2850.00
1.18,J,VS2,IDEAL,2850.00
1.14,J,VS1,IDEAL,2850.00
1.18,J,VS2,IDEAL,2850.00
1.18,J,VS2,IDEAL,2850.00
1.23,J,VS2,IDEAL,2850.00
1.06,I,VS2,VERY GOOD,2850.00
1.13,I,SI1,VERY GOOD,2850.00
1.41,J,SI2,IDEAL,2850.00
1.14,J,VS1,IDEAL,2850.00
1.18,J,VS2,IDEAL,2850.00
1.06,I,VS2,VERY GOOD,2850.00
1.14,J,VS1,IDEAL,2850.00
1.18,J,VS2,IDEAL,2850.00
1.18,J,VS2,IDEAL,2850.00
1.06,I,VS2,VERY GOOD,2850.00
1.27,I,SI2,IDEAL,2850.00
1.18,J,VS2,IDEAL,2850.00
1.13,I,SI1,IDEAL,2850.00
1.18,J,VS2,IDEAL,2850.00
1.14,J,VS1,IDEAL,2850.00
1.06,I,VS2,IDEAL,2850.00
1.11,I,SI1,SUPER IDEAL,2850.00
1.11,I,SI1,SUPER IDEAL,2850.00
1.07,I,VS2,SUPER IDEAL,2850.00
1.07,I,SI1,SUPER IDEAL,2860.00
1.07,I,SI1,IDEAL,2860.00
1.05,I,VS1,VERY GOOD,2860.00
1,J,SI1,IDEAL,2860.00
1,J,SI1,IDEAL,2860.00
1,J,SI1,IDEAL,2860.00
1,J,SI1,SUPER IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.09,I,SI1,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.03,I,VS1,IDEAL,2860.00
1.33,J,SI1,IDEAL,2860.00
1.09,I,SI1,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.03,I,VS1,VERY GOOD,2860.00
1.28,J,SI1,IDEAL,2860.00
1.28,J,SI1,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.28,J,SI1,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.09,I,SI1,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.09,I,SI1,IDEAL,2860.00
1.03,I,VS1,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.03,I,VS1,IDEAL,2860.00
1.03,I,VS1,IDEAL,2860.00
1.03,I,VS1,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.33,J,SI1,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.02,I,VS2,IDEAL,2860.00
1.03,H,SI1,IDEAL,2860.00
1.09,I,SI1,IDEAL,2860.00
1.01,J,VVS2,IDEAL,2860.00
1.32,J,SI1,SUPER IDEAL,2870.00
1.17,H,SI2,IDEAL,2870.00
0.91,G,SI1,IDEAL,2870.00
0.96,J,VVS2,IDEAL,2870.00
0.99,J,VS1,VERY GOOD,2870.00
0.91,G,SI1,VERY GOOD,2870.00
1,I,VVS2,VERY GOOD,2870.00
1.19,J,VS2,IDEAL,2870.00
1.24,J,VS2,IDEAL,2870.00
1.14,I,SI1,VERY GOOD,2870.00
1.14,I,SI1,VERY GOOD,2870.00
1.24,J,VS2,VERY GOOD,2870.00
1.24,J,VS2,IDEAL,2870.00
1.19,J,VS2,IDEAL,2870.00
1.13,J,VVS2,IDEAL,2870.00
1.19,J,VS2,IDEAL,2870.00
1.19,J,VS2,IDEAL,2870.00
1.19,J,VS2,IDEAL,2870.00
1.19,J,VS2,IDEAL,2870.00
1.15,J,VS1,IDEAL,2870.00
1.14,I,SI1,IDEAL,2870.00
1.14,I,SI1,VERY GOOD,2870.00
1.14,I,SI1,VERY GOOD,2870.00
1.19,J,VS2,IDEAL,2870.00
1.14,I,SI1,IDEAL,2870.00
1.24,J,VS2,IDEAL,2870.00
1.19,J,VS2,IDEAL,2870.00
1.14,I,SI1,IDEAL,2870.00
1.24,J,VS2,VERY GOOD,2870.00
1.15,J,VS1,IDEAL,2870.00
1.13,J,VVS2,IDEAL,2870.00
1.19,J,VS2,IDEAL,2870.00
1.19,J,VS2,IDEAL,2870.00
1.19,J,VS2,IDEAL,2870.00
1.19,J,VS2,IDEAL,2870.00
1.19,H,SI2,IDEAL,2870.00
1.15,J,VS1,IDEAL,2870.00
1.12,I,SI1,SUPER IDEAL,2870.00
1.12,I,SI1,SUPER IDEAL,2870.00
1.12,I,SI1,IDEAL,2870.00
1.02,I,SI2,IDEAL,2880.00
1.22,J,VS1,IDEAL,2880.00
1.22,J,VS1,IDEAL,2880.00
1.07,J,SI2,IDEAL,2880.00
1.1,I,SI1,IDEAL,2880.00
1,H,SI1,IDEAL,2880.00
1.03,I,VS2,IDEAL,2880.00
1.1,I,SI1,IDEAL,2880.00
1.03,I,VS2,IDEAL,2880.00
1.1,I,SI1,IDEAL,2880.00
1.1,I,SI1,IDEAL,2880.00
1,I,VS1,IDEAL,2880.00
1.29,I,SI2,IDEAL,2880.00
1.03,I,VS2,IDEAL,2880.00
1.1,I,SI1,IDEAL,2880.00
1,H,SI1,IDEAL,2880.00
1,I,VS1,IDEAL,2880.00
1.2,J,VS1,IDEAL,2880.00
1.04,I,VS1,VERY GOOD,2880.00
1,H,SI1,IDEAL,2880.00
1.29,J,SI1,IDEAL,2880.00
1.03,I,VS2,IDEAL,2880.00
1,H,SI1,IDEAL,2880.00
1,H,SI1,IDEAL,2880.00
1.29,J,SI1,IDEAL,2880.00
1.1,I,SI1,IDEAL,2880.00
1,H,SI1,IDEAL,2880.00
1,H,SI1,IDEAL,2880.00
1,H,SI1,IDEAL,2880.00
1,H,SI1,IDEAL,2880.00
1,I,VS1,IDEAL,2880.00
1,I,VS1,IDEAL,2880.00
1,H,SI1,IDEAL,2880.00
1,I,VS1,IDEAL,2880.00
1,I,VS1,IDEAL,2880.00
1,I,VS1,IDEAL,2880.00
1,H,SI1,IDEAL,2880.00
1.29,J,SI1,IDEAL,2880.00
1,H,SI1,IDEAL,2880.00
1,I,VS1,IDEAL,2880.00
1,I,VS1,IDEAL,2880.00
1,I,VS1,IDEAL,2880.00
1.03,I,VS2,IDEAL,2880.00
1.03,I,VS2,IDEAL,2880.00
1.29,I,SI2,IDEAL,2880.00
1.07,I,VS2,VERY GOOD,2880.00
1.1,I,SI1,IDEAL,2880.00
1.04,I,VS1,VERY GOOD,2880.00
1,H,SI1,IDEAL,2880.00
1.03,I,VS2,IDEAL,2880.00
1.1,I,SI1,IDEAL,2880.00
1.34,J,SI1,VERY GOOD,2880.00
1.07,I,VS2,VERY GOOD,2880.00
1.03,I,VS2,IDEAL,2880.00
1,H,SI1,IDEAL,2880.00
1.03,I,VS2,IDEAL,2880.00
1,I,VS1,IDEAL,2880.00
1.1,I,SI1,IDEAL,2880.00
1.03,I,VS2,IDEAL,2880.00
1,I,VS1,IDEAL,2880.00
1,I,VS1,IDEAL,2880.00
1.07,I,VS2,VERY GOOD,2880.00
1.29,J,SI1,IDEAL,2880.00
1,H,SI1,IDEAL,2880.00
1,H,SI1,IDEAL,2880.00
1.1,I,SI1,IDEAL,2880.00
1.03,I,VS2,IDEAL,2880.00
1.04,H,SI1,VERY GOOD,2880.00
1.07,I,VS2,VERY GOOD,2880.00
1.04,I,VS1,IDEAL,2880.00
1.1,D,SI2,IDEAL,2880.00
1,J,VS1,SUPER IDEAL,2880.00
1.27,J,VS2,VERY GOOD,2890.00
1.09,H,SI1,SUPER IDEAL,2890.00
1.2,J,VS2,IDEAL,2890.00
1.2,J,VS2,IDEAL,2890.00
1.2,H,SI2,IDEAL,2890.00
1.16,J,VS1,IDEAL,2890.00
1.43,J,SI2,IDEAL,2890.00
1.2,J,VS2,IDEAL,2890.00
1.2,J,VS2,IDEAL,2890.00
1.16,J,VS1,IDEAL,2890.00
1.2,H,SI2,IDEAL,2890.00
1.2,J,VS2,IDEAL,2890.00
1.2,J,VS2,IDEAL,2890.00
1.2,J,VS2,IDEAL,2890.00
1.2,J,VS2,IDEAL,2890.00
1.13,I,SI1,SUPER IDEAL,2890.00
1.13,I,SI1,SUPER IDEAL,2890.00
1.08,D,SI2,SUPER IDEAL,2890.00
1,H,SI1,IDEAL,2890.00
1,H,SI1,IDEAL,2890.00
1.03,I,VS2,IDEAL,2890.00
1.1,I,SI2,IDEAL,2900.00
1.15,I,SI1,VERY GOOD,2900.00
1.11,I,SI1,IDEAL,2900.00
1.01,I,VS1,IDEAL,2900.00
1.08,I,VS2,VERY GOOD,2900.00
1.05,H,SI1,IDEAL,2900.00
1.11,I,SI1,IDEAL,2900.00
1.04,I,VS2,IDEAL,2900.00
1.04,I,VS2,IDEAL,2900.00
1.11,I,SI1,IDEAL,2900.00
1.11,I,SI1,IDEAL,2900.00
1.11,I,SI1,IDEAL,2900.00
1.04,I,VS2,IDEAL,2900.00
1.01,I,VS1,IDEAL,2900.00
1.01,H,SI1,IDEAL,2900.00
1.01,H,SI1,IDEAL,2900.00
1.04,I,VS2,IDEAL,2900.00
1.11,I,SI1,IDEAL,2900.00
1.35,J,SI1,VERY GOOD,2900.00
1.04,I,VS2,IDEAL,2900.00
1.01,I,VS1,IDEAL,2900.00
1.04,I,VS2,IDEAL,2900.00
1.04,I,VS2,IDEAL,2900.00
1.21,J,VS1,VERY GOOD,2900.00
1.08,I,VS2,IDEAL,2900.00
1.05,I,VS1,VERY GOOD,2900.00
1.05,I,VS1,IDEAL,2900.00
1.08,I,VS2,VERY GOOD,2900.00
1.11,I,SI1,IDEAL,2900.00
1.11,I,SI1,IDEAL,2900.00
1.01,I,VS1,IDEAL,2900.00
1.01,I,VS1,IDEAL,2900.00
1.01,I,VS1,IDEAL,2900.00
1.05,I,VS1,IDEAL,2900.00
1.05,I,VS1,VERY GOOD,2900.00
1.15,I,SI1,IDEAL,2900.00
1.15,I,SI1,IDEAL,2900.00
1.08,I,VS2,VERY GOOD,2900.00
1.01,I,VS1,IDEAL,2900.00
1.01,I,VS1,IDEAL,2900.00
1.05,I,VS1,IDEAL,2900.00
1.01,I,VS1,IDEAL,2900.00
1.15,I,SI1,IDEAL,2900.00
1.05,H,SI1,IDEAL,2900.00
1.01,H,SI1,IDEAL,2900.00
1.01,I,VS1,IDEAL,2900.00
1.04,I,VS2,IDEAL,2900.00
1.02,I,VVS2,IDEAL,2900.00
1.01,I,VS1,IDEAL,2900.00
1.08,I,VS2,VERY GOOD,2900.00
1.04,I,VS2,IDEAL,2900.00
1.04,I,VS2,IDEAL,2900.00
1.01,H,SI1,IDEAL,2900.00
1.3,J,SI1,IDEAL,2900.00
1.11,I,SI1,IDEAL,2900.00
1.01,H,SI1,IDEAL,2900.00
1.3,J,SI1,IDEAL,2900.00
1.15,I,SI1,IDEAL,2900.00
1.01,H,SI1,IDEAL,2900.00
1.15,I,SI1,IDEAL,2900.00
1.3,J,SI1,IDEAL,2900.00
1.35,J,SI1,IDEAL,2900.00
1.11,I,SI1,IDEAL,2900.00
1.09,I,VS2,SUPER IDEAL,2900.00
1.09,I,VS2,SUPER IDEAL,2900.00
1,D,SI2,SUPER IDEAL,2900.00
1,D,SI2,SUPER IDEAL,2900.00
1.11,D,SI2,IDEAL,2900.00
1.28,J,SI1,IDEAL,2920.00
1.02,J,SI1,IDEAL,2920.00
0.9,G,VS2,IDEAL,2920.00
1.02,J,SI1,IDEAL,2920.00
1.02,J,SI1,IDEAL,2920.00
1.36,I,SI2,IDEAL,2920.00
1.21,J,VS2,IDEAL,2920.00
1.26,J,VS2,IDEAL,2920.00
1.17,J,VS1,IDEAL,2920.00
1.36,J,SI1,IDEAL,2920.00
1.17,J,VS1,IDEAL,2920.00
1.21,J,VS2,IDEAL,2920.00
1.21,J,VS2,IDEAL,2920.00
1.36,J,SI1,VERY GOOD,2920.00
1.21,J,VS2,IDEAL,2920.00
1.21,J,VS2,IDEAL,2920.00
1.21,J,VS2,IDEAL,2920.00
1.17,J,VS1,IDEAL,2920.00
1.17,J,VS1,IDEAL,2920.00
1.01,H,SI1,IDEAL,2920.00
1.24,J,VS1,IDEAL,2930.00
1.11,H,SI2,IDEAL,2930.00
1.03,H,SI2,SUPER IDEAL,2930.00
1.05,I,VS2,IDEAL,2930.00
1.31,J,SI1,IDEAL,2930.00
1.06,I,VS1,VERY GOOD,2930.00
1.16,I,SI1,VERY GOOD,2930.00
1.05,I,VS2,IDEAL,2930.00
1.06,I,VS1,VERY GOOD,2930.00
1.05,I,VS2,IDEAL,2930.00
1.16,I,SI1,VERY GOOD,2930.00
1.09,I,VS2,VERY GOOD,2930.00
1.05,I,VS2,IDEAL,2930.00
1.16,I,SI1,IDEAL,2930.00
1.31,I,SI2,IDEAL,2930.00
1.06,H,SI1,IDEAL,2930.00
1.05,I,VS2,IDEAL,2930.00
1.05,I,VS2,IDEAL,2930.00
1.16,I,SI1,IDEAL,2930.00
1.09,I,VS2,IDEAL,2930.00
1.09,I,VS2,VERY GOOD,2930.00
1.16,I,SI1,IDEAL,2930.00
1.31,I,SI2,IDEAL,2930.00
1.09,I,VS2,VERY GOOD,2930.00
1.16,I,SI1,IDEAL,2930.00
1.22,J,VS1,IDEAL,2930.00
1.31,J,SI1,IDEAL,2930.00
1.05,I,VS2,IDEAL,2930.00
1.16,I,SI1,VERY GOOD,2930.00
1.06,I,VS1,IDEAL,2930.00
1.05,I,VS2,IDEAL,2930.00
1.06,I,VS1,IDEAL,2930.00
1.06,I,VS1,VERY GOOD,2930.00
1.14,I,SI1,SUPER IDEAL,2930.00
1.29,J,VS2,IDEAL,2940.00
1.1,I,SI1,IDEAL,2940.00
1.1,I,SI1,IDEAL,2940.00
1.1,I,SI1,IDEAL,2940.00
1.08,I,VS1,IDEAL,2940.00
1.03,J,SI1,IDEAL,2940.00
1.03,J,SI1,IDEAL,2940.00
1.02,I,VS1,IDEAL,2940.00
1.37,J,SI1,VERY GOOD,2940.00
1.22,J,VS2,IDEAL,2940.00
1.02,I,VS1,IDEAL,2940.00
1.02,H,SI1,IDEAL,2940.00
1.12,I,SI1,IDEAL,2940.00
1.02,H,SI1,IDEAL,2940.00
1.12,I,SI1,IDEAL,2940.00
1.12,I,SI1,IDEAL,2940.00
1.02,I,VS1,IDEAL,2940.00
1.23,J,VS1,IDEAL,2940.00
1.37,J,SI1,VERY GOOD,2940.00
1.23,J,VS1,VERY GOOD,2940.00
1.23,J,VS1,IDEAL,2940.00
1.02,H,SI1,IDEAL,2940.00
1.02,I,VS1,IDEAL,2940.00
1.12,I,SI1,IDEAL,2940.00
1.18,J,VS1,IDEAL,2940.00
1.12,I,SI1,IDEAL,2940.00
1.22,J,VS2,IDEAL,2940.00
1.02,I,VS1,IDEAL,2940.00
1.18,J,VS1,IDEAL,2940.00
1.02,I,VS1,IDEAL,2940.00
1.02,H,SI1,IDEAL,2940.00
1.02,I,VS1,IDEAL,2940.00
1.02,H,SI1,IDEAL,2940.00
1.02,I,VS1,IDEAL,2940.00
1.02,I,VS1,IDEAL,2940.00
1.02,I,VS1,IDEAL,2940.00
1.12,I,SI1,IDEAL,2940.00
1.02,H,SI1,IDEAL,2940.00
1.02,I,VS1,IDEAL,2940.00
1.12,I,SI1,IDEAL,2940.00
1.02,I,VS1,IDEAL,2940.00
1.02,H,SI1,IDEAL,2940.00
1.02,I,VS1,IDEAL,2940.00
1.18,J,VS1,IDEAL,2940.00
1.29,J,VS2,IDEAL,2940.00
1.02,J,VS2,SUPER IDEAL,2940.00
1.01,J,SI1,SUPER IDEAL,2950.00
0.91,G,VS2,IDEAL,2950.00
1.03,I,VVS2,VERY GOOD,2950.00
0.91,H,VS1,IDEAL,2950.00
0.91,H,VS1,IDEAL,2950.00
1.23,J,VS2,IDEAL,2950.00
1.32,J,SI1,IDEAL,2950.00
1.1,I,VS2,VERY GOOD,2950.00
1.23,J,VS2,IDEAL,2950.00
1.17,I,SI1,IDEAL,2950.00
1.23,J,VS2,IDEAL,2950.00
1.1,I,VS2,VERY GOOD,2950.00
1.32,I,SI2,IDEAL,2950.00
1.17,I,SI1,VERY GOOD,2950.00
1.32,I,SI2,IDEAL,2950.00
1.23,J,VS2,IDEAL,2950.00
1.1,I,VS2,VERY GOOD,2950.00
1.23,J,VS2,IDEAL,2950.00
1.23,J,VS2,IDEAL,2950.00
1.1,I,VS2,IDEAL,2950.00
1.17,I,SI1,IDEAL,2950.00
1.23,J,VS2,IDEAL,2950.00
1.23,J,VS2,IDEAL,2950.00
1.1,I,VS2,VERY GOOD,2950.00
1.23,J,VS2,IDEAL,2950.00
1.17,I,SI1,VERY GOOD,2950.00
1.15,I,SI1,SUPER IDEAL,2950.00
1.3,J,VS2,SUPER IDEAL,2950.00
1.15,I,SI1,SUPER IDEAL,2950.00
1.15,I,SI1,SUPER IDEAL,2950.00
1.12,I,VS2,IDEAL,2960.00
1.12,I,VS2,IDEAL,2960.00
1.11,I,SI1,IDEAL,2960.00
1.01,H,SI1,IDEAL,2960.00
1.01,J,VS1,IDEAL,2960.00
1.04,J,SI1,IDEAL,2960.00
1.04,J,SI1,IDEAL,2960.00
1.06,I,VS2,IDEAL,2960.00
1.07,H,SI1,IDEAL,2960.00
1.03,I,VS1,IDEAL,2960.00
1.03,H,SI1,IDEAL,2960.00
1.03,I,VS1,IDEAL,2960.00
1.13,I,SI1,IDEAL,2960.00
1.13,I,SI1,IDEAL,2960.00
1.03,I,VS1,IDEAL,2960.00
1.03,I,VS1,IDEAL,2960.00
1.06,I,VS2,IDEAL,2960.00
1.13,I,SI1,IDEAL,2960.00
1.03,I,VS1,IDEAL,2960.00
1.06,I,VS2,IDEAL,2960.00
1.03,I,VS1,IDEAL,2960.00
1.38,J,SI1,IDEAL,2960.00
1.03,H,SI1,IDEAL,2960.00
1,I,VVS2,IDEAL,2960.00
1.13,I,SI1,IDEAL,2960.00
1.13,I,SI1,IDEAL,2960.00
1.19,J,VS1,IDEAL,2960.00
1,I,VVS2,IDEAL,2960.00
1.19,J,VS1,IDEAL,2960.00
1.07,I,VS1,IDEAL,2960.00
1.03,I,VS1,IDEAL,2960.00
1.06,I,VS2,IDEAL,2960.00
1.33,I,SI2,IDEAL,2960.00
1,I,VVS2,IDEAL,2960.00
1,I,VVS2,IDEAL,2960.00
1,I,VVS2,IDEAL,2960.00
1.13,I,SI1,IDEAL,2960.00
1.06,I,VS2,IDEAL,2960.00
1.06,I,VS2,IDEAL,2960.00
1.13,I,SI1,IDEAL,2960.00
1.03,H,SI1,IDEAL,2960.00
1.13,I,SI1,IDEAL,2960.00
1.28,J,VS2,IDEAL,2960.00
1.13,I,SI1,IDEAL,2960.00
1,I,VVS2,IDEAL,2960.00
1.13,I,SI1,IDEAL,2960.00
1.03,I,VS1,IDEAL,2960.00
1.13,I,SI1,IDEAL,2960.00
1.07,I,VS1,IDEAL,2960.00
1.03,I,VS1,IDEAL,2960.00
1.03,I,VS1,IDEAL,2960.00
1.19,J,VS1,IDEAL,2960.00
1.19,J,VS1,IDEAL,2960.00
1.19,J,VS1,IDEAL,2960.00
1.13,I,SI1,IDEAL,2960.00
1.03,H,SI1,IDEAL,2960.00
1.06,I,VS2,IDEAL,2960.00
1.06,I,VS2,IDEAL,2960.00
1.06,I,VS2,IDEAL,2960.00
1.03,I,VS1,IDEAL,2960.00
1.33,J,SI1,IDEAL,2960.00
1.33,I,SI2,IDEAL,2960.00
1.11,D,SI2,IDEAL,2960.00
1.09,F,SI2,IDEAL,2960.00
1.09,F,SI2,IDEAL,2960.00
1.01,H,SI1,VERY GOOD,2970.00
1.05,H,SI2,IDEAL,2970.00
1,J,SI1,VERY GOOD,2970.00
1.02,J,VS2,IDEAL,2970.00
1.13,J,SI1,IDEAL,2970.00
1.11,I,VS2,VERY GOOD,2970.00
1.24,J,VS2,IDEAL,2970.00
1.24,J,VS2,IDEAL,2970.00
1.18,I,SI1,VERY GOOD,2970.00
1.24,H,SI2,IDEAL,2970.00
1.18,I,SI1,IDEAL,2970.00
1.24,J,VS2,IDEAL,2970.00
1.11,I,VS2,IDEAL,2970.00
1.18,I,SI1,IDEAL,2970.00
1.11,I,VS2,IDEAL,2970.00
1.01,H,SI1,VERY GOOD,2970.00
1.05,H,SI2,IDEAL,2970.00
1,J,SI1,VERY GOOD,2970.00
1.02,J,VS2,IDEAL,2970.00
1.13,J,SI1,IDEAL,2970.00
1.11,I,VS2,VERY GOOD,2970.00
1.24,J,VS2,IDEAL,2970.00
1.24,J,VS2,IDEAL,2970.00
1.18,I,SI1,VERY GOOD,2970.00
1.24,H,SI2,IDEAL,2970.00
1.18,I,SI1,IDEAL,2970.00
1.24,J,VS2,IDEAL,2970.00
1.11,I,VS2,IDEAL,2970.00
1.18,I,SI1,IDEAL,2970.00
1.11,I,VS2,IDEAL,2970.00
1.11,I,VS2,VERY GOOD,2970.00
1.24,J,VS2,IDEAL,2970.00
1.11,I,VS2,VERY GOOD,2970.00
1.24,J,VS2,IDEAL,2970.00
1.11,I,VS2,IDEAL,2970.00
1.18,I,SI1,VERY GOOD,2970.00
1.18,I,SI1,VERY GOOD,2970.00
1.18,I,SI1,IDEAL,2970.00
1.11,I,VS2,IDEAL,2970.00
1.11,I,VS2,VERY GOOD,2970.00
1.11,I,VS2,IDEAL,2970.00
1.18,I,SI1,IDEAL,2970.00
1.11,I,VS2,IDEAL,2970.00
1.24,J,VS2,IDEAL,2970.00
1.11,I,VS2,IDEAL,2970.00
1.13,I,VS2,SUPER IDEAL,2980.00
1.12,I,SI1,IDEAL,2980.00
1.12,I,SI1,IDEAL,2980.00
1.02,J,SI1,SUPER IDEAL,2980.00
1.02,J,SI1,SUPER IDEAL,2980.00
0.9,F,SI1,IDEAL,2980.00
0.9,H,VS2,IDEAL,2980.00
0.9,F,SI1,IDEAL,2980.00
0.9,F,SI1,IDEAL,2980.00
0.9,F,SI1,IDEAL,2980.00
1,J,VVS2,IDEAL,2980.00
0.92,H,VS1,IDEAL,2980.00
1.04,I,VS1,IDEAL,2980.00
1.04,I,VS1,IDEAL,2980.00
1.04,H,SI1,IDEAL,2980.00
1.14,I,SI1,IDEAL,2980.00
1.34,J,SI1,IDEAL,2980.00
1.07,I,VS2,IDEAL,2980.00
1.07,I,VS2,IDEAL,2980.00
1.07,I,VS2,IDEAL,2980.00
1.14,I,SI1,IDEAL,2980.00
1.2,J,VS1,IDEAL,2980.00
1.08,I,VS1,VERY GOOD,2980.00
1.25,J,VS1,IDEAL,2980.00
1.14,I,SI1,IDEAL,2980.00
1.08,I,VS1,IDEAL,2980.00
1.04,I,VS1,IDEAL,2980.00
1.2,J,VS1,IDEAL,2980.00
1.01,I,VVS2,IDEAL,2980.00
1.08,H,SI1,VERY GOOD,2980.00
1.14,I,SI1,IDEAL,2980.00
1.07,I,VS2,IDEAL,2980.00
1.04,I,VS1,IDEAL,2980.00
1.08,I,VS1,VERY GOOD,2980.00
1.18,J,VVS2,IDEAL,2980.00
1.07,I,VS2,IDEAL,2980.00
1.2,J,VS1,IDEAL,2980.00
1.14,I,SI1,IDEAL,2980.00
1.14,I,SI1,IDEAL,2980.00
1.2,J,VS1,IDEAL,2980.00
1.14,I,SI1,IDEAL,2980.00
1.07,I,VS2,IDEAL,2980.00
1.2,J,VS1,IDEAL,2980.00
1.07,I,VS2,IDEAL,2980.00
1.04,H,SI1,IDEAL,2980.00
1.34,I,SI2,IDEAL,2980.00
1.04,I,VS1,IDEAL,2980.00
1.04,I,VS1,IDEAL,2980.00
1.04,I,VS1,IDEAL,2980.00
1.34,I,SI2,IDEAL,2980.00
1.14,I,SI1,IDEAL,2980.00
1.07,I,VS2,IDEAL,2980.00
1.14,I,SI1,IDEAL,2980.00
1.07,I,VS2,IDEAL,2980.00
1.04,I,VS1,IDEAL,2980.00
1.08,I,VS1,VERY GOOD,2980.00
1.07,I,VS2,IDEAL,2980.00
1.08,I,VS1,IDEAL,2980.00
1.34,J,SI1,IDEAL,2980.00
1.14,I,SI1,IDEAL,2980.00
1.14,I,SI1,IDEAL,2980.00
1.14,I,SI1,IDEAL,2980.00
1.04,H,SI1,IDEAL,2980.00
1.01,I,VVS2,IDEAL,2980.00
1.14,I,SI1,IDEAL,2980.00
1.04,I,VS1,IDEAL,2980.00
1.04,I,VS1,IDEAL,2980.00
1.18,J,VVS2,IDEAL,2980.00
1.09,J,SI1,SUPER IDEAL,2980.00
1.07,I,VVS2,IDEAL,2990.00
0.95,G,VS1,VERY GOOD,2990.00
1.16,I,SI1,IDEAL,2990.00
1.01,J,SI1,VERY GOOD,2990.00
1.19,I,SI1,IDEAL,2990.00
1.19,I,SI1,IDEAL,2990.00
1.19,I,SI1,VERY GOOD,2990.00
1.4,J,SI1,IDEAL,2990.00
1.12,I,VS2,VERY GOOD,2990.00
1.19,I,SI1,IDEAL,2990.00
1.25,H,SI2,IDEAL,2990.00
1.25,J,VS2,IDEAL,2990.00
1.12,I,VS2,IDEAL,2990.00
1.19,I,SI1,VERY GOOD,2990.00
1.12,I,VS2,VERY GOOD,2990.00
1.08,I,SI2,IDEAL,2990.00
1.08,H,SI1,SUPER IDEAL,2990.00
1.05,H,SI1,SUPER IDEAL,3000.00
1.12,J,SI2,IDEAL,3000.00
1.08,I,VS2,IDEAL,3000.00
1.15,I,SI1,IDEAL,3000.00
1.08,I,VS2,IDEAL,3000.00
1.08,I,VS2,IDEAL,3000.00
1.35,I,SI2,IDEAL,3000.00
1.09,I,VS1,VERY GOOD,3000.00
1.15,I,SI1,IDEAL,3000.00
1.08,I,VS2,IDEAL,3000.00
1.09,H,SI1,VERY GOOD,3000.00
1.15,I,SI1,IDEAL,3000.00
1.08,I,VS2,IDEAL,3000.00
1.15,I,SI1,IDEAL,3000.00
1.35,J,SI1,IDEAL,3000.00
1.09,I,VS1,IDEAL,3000.00
1.09,I,VS1,VERY GOOD,3000.00
1.08,I,VS2,IDEAL,3000.00
1.19,J,VVS2,IDEAL,3000.00
1.15,I,SI1,IDEAL,3000.00
1.08,I,VS2,IDEAL,3000.00
1.08,I,VS2,IDEAL,3000.00
1.19,J,VVS2,IDEAL,3000.00
1.09,I,VS1,VERY GOOD,3000.00
1.35,J,SI1,IDEAL,3000.00
1.08,I,VS2,IDEAL,3000.00
1.09,I,VS1,IDEAL,3000.00
1.08,I,VS2,IDEAL,3000.00
1.08,I,VS2,IDEAL,3000.00
1.04,H,SI1,IDEAL,3000.00
1.13,I,SI1,IDEAL,3010.00
1.01,J,VS2,SUPER IDEAL,3010.00
1.18,J,SI2,SUPER IDEAL,3010.00
